Mobiliti azonosító	Töltőpont neve	Kapacitás	power_level	connection_type	Teljesítmény (Type 2)	Darab (Type 2)	Teljesítmény (CCS)	Darab (CCS)	Teljesítmény (CHAdeMO)	Darab (CHAdeMO)	Irányító szám	Település	Cím	GPS koordináták	price
13132	13132 - Tatabánya, Szent Borbála tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2800	Tatabánya	Szent Borbála tér	47.581547, 18.399762	100 Ft/kWh
13133	13133 - Tatabánya, Jedlik Ányos út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2800	Tatabánya	Jedlik Ányos út	47.584485, 18.39477	100 Ft/kWh
13134	13134 - Füzesabony, Rákóczi Ferenc út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3390	Füzesabony	Rákóczi Ferenc út 67.	47.748868, 20.417978	100 Ft/kWh
13135	13135 - Mezőkövesd, Juharfa utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3400	Mezőkövesd	Juharfa utca	47.810516, 20.573882	100 Ft/kWh
13136	13136 - Miskolc, Régiposta utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3500	Miskolc	Régiposta utca 22.	48.104346, 20.788227	100 Ft/kWh
13137	13137 - Miskolc, Kandia utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3500	Miskolc	Kandia utca	48.101775, 20.783543	100 Ft/kWh
13138	13138 - Szerencs, Tatay Zoltán utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3900	Szerencs	Tatay Zoltán utca	48.16052, 21.20034	100 Ft/kWh
13139	13139 - Mád, Rákóczi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3909	Mád	Rákóczi utca 71.	48.195406, 21.279024	100 Ft/kWh
13140	13140 - Tokaj, Bodrogkeresztúri út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3910	Tokaj	Bodrogkeresztúri út 2.	48.132643, 21.403531	100 Ft/kWh
13141	13141 - Bodrogkeresztúr, Kastély köz - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3916	Bodrogkeresztúr	Kastély köz 2.	48.169416, 21.360807	100 Ft/kWh
13142	13142 - Sárospatak, Comenius utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3950	Sárospatak	Comenius utca 24.	48.319726, 21.565424	100 Ft/kWh
13143	13143 - Sátoraljaújhely, Táncsics tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					3980	Sátoraljaújhely	Táncsics tér 4.	48.397564, 21.654917	100 Ft/kWh
13144	13144 - Hortobágy, Hunyadi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4071	Hortobágy	Hunyadi utca 2.	47.583031, 21.150768	100 Ft/kWh
13145	13145 - Nyíregyháza, Bujtos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Bujtos utca 14.	47.955521, 21.722724	100 Ft/kWh
13146	13146 - Nyíregyháza, Tavasz utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Tavasz utca 2.	47.959156, 21.719694	100 Ft/kWh
13147	13147 - Nyíregyháza, Körte utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Körte utca 16.	47.95984, 21.715983	100 Ft/kWh
13148	13148 - Szolnok, Jubileumi tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5000	Szolnok	Jubileumi tér 1.	47.179577, 20.177365	100 Ft/kWh
13149	13149 - Szolnok, Mártírok út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5000	Szolnok	Mártírok út	47.167706, 20.181578	100 Ft/kWh
13150	13150 - Abádszalók, Arany János utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5241	Abádszalók	Arany János utca	47.478252, 20.591703	100 Ft/kWh
13151	13151 - Karcag, Bajcsy Zsilinszky utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5300	Karcag	Bajcsy Zsilinszky utca	47.316565, 20.924829	100 Ft/kWh
13152	13152 - Tiszafüred, Fürdő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5350	Tiszafüred	Fürdő utca 5.	47.625886, 20.750843	100 Ft/kWh
13153	13153 - Békéscsaba, Posta köz - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5600	Békéscsaba	Posta köz	46.678933, 21.097148	100 Ft/kWh
13154	13154 - Gyula, Várkert utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					5700	Gyula	Várkert utca	46.645028, 21.284783	100 Ft/kWh
13155	13155 - Kecskemét, Horváth Cirill tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6000	Kecskemét	Horváth Cirill tér	46.91049, 19.693884	100 Ft/kWh
13156	13156 - Kecskemét, Rákóczi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6000	Kecskemét	Rákóczi út	46.909816, 19.698089	100 Ft/kWh
13157	13157 - Kecskemét, Akadémia körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6000	Kecskemét	Akadémia körút	46.916454, 19.67979	100 Ft/kWh
13158	13158 - Kiskőrös, Petőfi Sándor utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6200	Kiskőrös	Petőfi Sándor utca	46.620181, 19.283878	100 Ft/kWh
13159	13159 - Szeged, Víztorony tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6723	Szeged	Víztorony tér 1.	46.270428, 20.164512	100 Ft/kWh
13160	13160 - Szeged, József Attila sugárút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6723	Szeged	József Attila sugárút 122.	46.270428, 20.157549	100 Ft/kWh
13161	13161 - Szeged, Vízi Sport Egyesület Felső Tisza part - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6723	Szeged	Vízi Sport Egyesület Felső Tisza part	46.257649, 20.175917	100 Ft/kWh
13162	13162 - Szeged, Moszkvai körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6725	Szeged	Moszkvai körút 25.	46.24858, 20.138115	100 Ft/kWh
13163	13163 - Szeged, Népkert sor - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6726	Szeged	Népkert sor 13.	46.250013, 20.164185	100 Ft/kWh
13164	13164 - Szeged, Torontál tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6726	Szeged	Torontál tér 6.	46.249086, 20.157293	100 Ft/kWh
13165	13165 - Hódmezővásárhely, Ady Endre utca (Uszoda parkoló) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6800	Hódmezővásárhely	Ady Endre utca (Uszoda parkoló) 1.	46.409768, 20.317293	100 Ft/kWh
13166	13166 - Hódmezővásárhely, Sportcsarnok (Tóalj utca ) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6800	Hódmezővásárhely	Sportcsarnok (Tóalj utca)	46.414491, 20.329285	100 Ft/kWh
13167	13167 - Hódmezővásárhely, Stadion/Piac parkoló - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6800	Hódmezővásárhely	Stadion/Piac parkoló	46.422344, 20.331597	100 Ft/kWh
13168	13168 - Hódmezővásárhely, Virág utca (Földhivatal parkoló) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					6800	Hódmezővásárhely	Virág utca (Földhivatal parkoló)	46.416591, 20.32247	100 Ft/kWh
13169	13169 - Szekszárd, Csokonay utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7100	Szekszárd	Csokonay utca 11-13.	46.347184, 18.705243	100 Ft/kWh
13170	13170 - Szekszárd, dr. Szentgáli Gyula utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7100	Szekszárd	dr. Szentgáli Gyula utca 2.	46.345971, 18.701961	100 Ft/kWh
13171	13171 - Nagyatád, Zrínyi utca Nagyatád - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7500	Nagyatád	Zrínyi utca	46.229512, 17.364444	100 Ft/kWh
13172	13172 - Siófok, Petőfi sétány - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8600	Siófok	Petőfi sétány 11-13.	46.912965, 18.060011	100 Ft/kWh
13173	13173 - Siófok, Deák Ferenc tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8600	Siófok	Deák Ferenc tér 16.	46.901183, 18.017065	100 Ft/kWh
13174	13174 - Zamárdi, Kiss Ernő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8621	Zamárdi	Kiss Ernő utca	46.884999, 17.943008	100 Ft/kWh
13175	13175 - Szántód, Római út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8622	Szántód	Római út 2.	46.858075, 17.902021	100 Ft/kWh
13176	13176 - Balatonföldvár, Budapest utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8623	Balatonföldvár	Budapest utca	46.848938, 17.879371	100 Ft/kWh
13177	13177 - Balatonszemes, Cinka Panna utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8636	Balatonszemes	Cinka Panna utca 2.	46.811359, 17.770783	100 Ft/kWh
13178	13178 - Balatonlelle, Rákóczi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8638	Balatonlelle	Rákóczi út 193.	46.784536, 17.686397	100 Ft/kWh
13179	13179 - Fonyód, Hunyadi János utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8640	Fonyód	Hunyadi János utca	46.748816, 17.557471	100 Ft/kWh
13180	13180 - Balatonfenyves, Kölcsey utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8646	Balatonfenyves	Kölcsey utca 1-3.	46.712642, 17.477206	100 Ft/kWh
13181	13181 - Csurgó, Petőfi tér Csurgó - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8840	Csurgó	Petőfi tér	46.252635, 17.099961	100 Ft/kWh
13182	13182 - Pécs, Felsővámház utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7630	Pécs	Felsővámház utca 61.	46.078871, 18.246523	100 Ft/kWh
13183	13183 - Pécs, Árnyas liget utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7632	Pécs	Árnyas liget utca 2-8.	46.050975, 18.229085	100 Ft/kWh
13184	13184 - Pécs, Csontváry utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7632	Pécs	Csontváry utca	46.039811, 18.2222	100 Ft/kWh
13185	13185 - Pécs, Ángyán János utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7635	Pécs	Ángyán János utca 2.	46.093209, 18.225836	100 Ft/kWh
13186	13186 - Hosszúhetény, Fő út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7694	Hosszúhetény	Fő út 142.	46.162448, 18.35299	100 Ft/kWh
13187	13187 - Szigetvár, Olay Lajos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					7900	Szigetvár	Olay Lajos utca 2.	46.04817, 17.800398	100 Ft/kWh
13188	13188 - Balatonkenese, Táncsics Mihály utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8174	Balatonkenese	Táncsics Mihály utca	47.03501, 18.108381	100 Ft/kWh
13189	13189 - Veszprém, Vörösmarty Mihály tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8200	Veszprém	Vörösmarty Mihály tér 2.	47.090788, 17.912987	100 Ft/kWh
13190	13190 - Veszprém, Budapest út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8200	Veszprém	Budapest út	47.092463, 17.914308	100 Ft/kWh
13191	13191 - Veszprém, Kittenberger Kálmán utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8200	Veszprém	Kittenberger Kálmán utca	47.096807, 17.895452	100 Ft/kWh
13192	13192 - Veszprém, Muskátli utca (Almádi út) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8200	Veszprém	Muskátli utca (Almádi út)  2-8.	47.090085, 17.915987	100 Ft/kWh
13193	13193 - Balatonalmádi, Taksony utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8220	Balatonalmádi	Taksony utca	47.037703, 18.020371	100 Ft/kWh
13194	13194 - Balatonalmádi, Véghelyi Dezső utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8220	Balatonalmádi	Véghelyi Dezső utca	47.028492, 18.021474	100 Ft/kWh
13195	13195 - Alsóörs, Vasút utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8226	Alsóörs	Vasút utca 3.	46.985345, 17.978871	100 Ft/kWh
13196	13196 - Balatonfüred, Zákonyi Ferenc utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8230	Balatonfüred	Zákonyi Ferenc utca	46.95146, 17.888113	100 Ft/kWh
13197	13197 - Tihany, Kossuth Lajos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8237	Tihany	Kossuth Lajos utca	46.909731, 17.890435	100 Ft/kWh
13198	13198 - Révfülöp, Iskola utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8253	Révfülöp	Iskola utca	46.82796, 17.626469	100 Ft/kWh
13199	13199 - Révfülöp, Halász utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8253	Révfülöp	Halász utca	46.829679, 17.638976	100 Ft/kWh
13200	13200 - Badacsonytomaj, 71-es út (kikötő parkoló) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8258	Badacsonytomaj	71-es út (kikötő parkoló)	46.786716, 17.505813	100 Ft/kWh
13201	13201 - Szigliget, Soponyai út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8264	Szigliget	Soponyai út	46.785857, 17.435829	100 Ft/kWh
13202	13202 - Zirc, Rákóczi tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8420	Zirc	Rákóczi tér	47.262679, 17.871032	100 Ft/kWh
13203	13203 - Pápa, Fő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8500	Pápa	Fő utca 2.	47.330794, 17.466588	100 Ft/kWh
13204	13204 - Keszthely, Sopron utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8360	Keszthely	Sopron utca 2.	46.772689, 17.241469	100 Ft/kWh
13205	13205 - Keszthely, Lóczy Lajos utca (Yachtklub) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8360	Keszthely	Lóczy Lajos utca (Yachtklub)	46.764968, 17.265993	100 Ft/kWh
13206	13206 - Hévíz, Zrínyi utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8380	Hévíz	Zrínyi utca 1.	46.791188, 17.185253	100 Ft/kWh
13207	13207 - Hévíz, Ady Endre utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8380	Hévíz	Ady Endre utca	46.783114, 17.190789	100 Ft/kWh
13208	13208 - Alsópáhok, Hévíz utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8394	Alsópáhok	Hévíz utca	46.77593, 17.173907	100 Ft/kWh
13209	13209 - Zalakaros, Dísz tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8749	Zalakaros	Dísz tér	46.550926, 17.12353	100 Ft/kWh
13210	13210 - Kehidakustány, Kossuth Lajos utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8794	Kehidakustány	Kossuth Lajos utca 62.	46.832791, 17.107429	100 Ft/kWh
13211	13211 - Nagykanizsa, Színház utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8800	Nagykanizsa	Színház utca	46.45399, 16.995944	100 Ft/kWh
13212	13212 - Zalaegerszeg, Mártirok út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8900	Zalaegerszeg	Mártirok út	46.840761, 16.842437	100 Ft/kWh
13217	13217 - Lenti, Táncsics utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8960	Lenti	Táncsics utca 4.	46.620601, 16.532684	100 Ft/kWh
13218	13218 - Pannonhalma, Váralja utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9090	Pannonhalma	Váralja utca	47.549609, 17.755249	100 Ft/kWh
13219	13219 - Csorna, Soproni út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9300	Csorna	Soproni út 52.	47.612038, 17.25374	100 Ft/kWh
13220	13220 - Sopron, Ady Endre út (Egyetem parkoló) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9400	Sopron	Ady Endre út (Egyetem parkoló)	47.682658, 16.577133	100 Ft/kWh
13221	13221 - Sopron, Jegenye sor (Locomotive Szálloda) - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9400	Sopron	Jegenye sor (Locomotive Szálloda)	47.674631, 16.582939	100 Ft/kWh
13222	13222 - Fertőrákos, Fő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9421	Fertőrákos	Fő utca 165.	47.715463, 16.654734	100 Ft/kWh
13223	13223 - Fertőd, Hydn sétány - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9431	Fertőd	Hydn sétány	47.619492, 16.864103	100 Ft/kWh
13224	13224 - Sárvár, Várkerület utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9600	Sárvár	Várkerület utca	47.253154, 16.937704	100 Ft/kWh
13225	13225 - Bük, Termál körút - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					9740	Bük	Termál körút 28.	47.37894, 16.78659	100 Ft/kWh
13226	13226 - Mór, Szent István tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8060	Mór	Szent István tér 10.	47.373929, 18.211165	100 Ft/kWh
13227	13227 - Székesfehérvár, Gyümölcs utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8000	Székesfehérvár	Gyümölcs utca 15.	47.18694, 18.418997	100 Ft/kWh
13228	13228 - Székesfehérvár, Seregélyesi út - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8000	Székesfehérvár	Seregélyesi út 3.	47.193207, 18.43722	100 Ft/kWh
13229	13229 - Székesfehérvár, Jankovich Ferenc utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8000	Székesfehérvár	Jankovich Ferenc utca	47.19388, 18.398622	100 Ft/kWh
13230	13230 - Székesfehérvár, Sütő utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					8000	Székesfehérvár	Sütő utca	47.186969, 18.411196	100 Ft/kWh
13501	13501 - Budapest, Pala utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1011	Budapest	Pala utca	47.500729, 19.038749	120 Ft/kWh
13502	13502 - Budapest, Csalogány utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1015	Budapest	Csalogány utca 23.	47.507557, 19.033488	120 Ft/kWh
13503	13503 - Budapest, Számadó utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1016	Budapest	Számadó utca 1.	47.486069, 19.039996	120 Ft/kWh
13504	13504 - Budapest, Marczibányi tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1022	Budapest	Marczibányi tér 5.	47.514013, 19.021246	120 Ft/kWh
13505	13505 - Budapest, Fény utca (Auguszt cukrászda) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1024	Budapest	Fény utca (Auguszt cukrászda) 6.	47.508961, 19.02426	120 Ft/kWh
13506	13506 - Budapest, Keleti Károly utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1024	Budapest	Keleti Károly utca 37.	47.512765, 19.025087	120 Ft/kWh
13507	13507 - Budapest, Pusztaszeri út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1025	Budapest	Pusztaszeri út 59.	47.524998, 19.023427	120 Ft/kWh
13508	13508 - Budapest, Vérhalom tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1025	Budapest	Vérhalom tér 8.	47.52066, 19.02354	120 Ft/kWh
13509	13509 - Budapest, Kelemen László (Pasaréti tér) utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1026	Budapest	Kelemen László (Pasaréti tér) utca	47.523389, 18.992903	120 Ft/kWh
13510	13510 - Budapest, Ganz utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1027	Budapest	Ganz utca	47.51111, 19.036848	120 Ft/kWh
13511	13511 - Budapest, Kossuth Lajos utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1028	Budapest	Kossuth Lajos utca 2.	47.552005, 18.963917	120 Ft/kWh
13512	13512 - Budapest, Bécsi út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1034	Budapest	Bécsi út 126.	47.537698, 19.031982	120 Ft/kWh
13513	13513 - Budapest, Mátyás király út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1039	Budapest	Mátyás király út 19.	47.585633, 19.048629	120 Ft/kWh
13514	13514 - Budapest, Alkotmány utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1054	Budapest	Alkotmány utca 29.	47.507671, 19.053973	120 Ft/kWh
13515	13515 - Budapest, Podmaniczky utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1062	Budapest	Podmaniczky utca 111.	47.516852, 19.072107	120 Ft/kWh
13516	13516 - Budapest, Teréz körút - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1066	Budapest	Teréz körút 48.	47.508704, 19.058182	120 Ft/kWh
13517	13517 - Budapest, Erzsébet körút - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1073	Budapest	Erzsébet körút 40-42.	47.501516, 19.067584	120 Ft/kWh
13518	13518 - Budapest, Rózsák tere - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1074	Budapest	Rózsák tere	47.501407, 19.076525	120 Ft/kWh
13519	13519 - Budapest, Nefelejcs utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1078	Budapest	Nefelejcs utca 34.	47.504215, 19.080667	120 Ft/kWh
13520	13520 - Budapest, II János Pál pápa tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1081	Budapest	II. János Pál pápa tér 18.	47.495901, 19.080482	120 Ft/kWh
13521	13521 - Budapest, Szent László tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1102	Budapest	Szent László tér 29.	47.486845, 19.13089	120 Ft/kWh
13522	13522 - Budapest, Szentimrey utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1104	Budapest	Szentimrey utca	47.478392, 19.164049	120 Ft/kWh
13523	13523 - Budapest, Gyakorló köz - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1106	Budapest	Gyakorló köz 7.	47.50303, 19.14178	120 Ft/kWh
13524	13524 - Budapest, Menyecske utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1112	Budapest	Menyecske utca 2.	47.462012, 19.014493	120 Ft/kWh
13525	13525 - Budapest, Bártfai utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1115	Budapest	Bártfai utca 52.	47.467332, 19.031857	120 Ft/kWh
13526	13526 - Budapest, Hengermalom út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1117	Budapest	Hengermalom út 56.	47.460893, 19.053112	120 Ft/kWh
13527	13527 - Budapest, Etele út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1119	Budapest	Etele út 32c.	47.462919, 19.033903	120 Ft/kWh
13528	13528 - Budapest, Fegyvernek utca (Mezőkövesd út) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1119	Budapest	Fegyvernek utca (Mezőkövesd út) 4.	47.441237, 19.037487	120 Ft/kWh
13529	13529 - Budapest, Gaál József út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1122	Budapest	Gaál József út 12a	47.506446, 19.011768	120 Ft/kWh
13530	13530 - Budapest, Jagelló út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1123	Budapest	Jagelló út 20b	47.488393, 19.020571	120 Ft/kWh
13531	13531 - Budapest, Rácz Aladár út(Márton Áron tér) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1124	Budapest	Rácz Aladár út (Márton Áron tér) 2.	47.48203, 18.99821	120 Ft/kWh
13532	13532 - Budapest, Csizma utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1139	Budapest	Csizma utca 2.	47.534276, 19.080516	120 Ft/kWh
13533	13533 - Budapest, Béke tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1139	Budapest	Béke tér 1c.	47.530425, 19.080921	120 Ft/kWh
13534	13534 - Budapest, Gvadányi utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1144	Budapest	Gvadányi utca 87.	47.516713, 19.143414	120 Ft/kWh
13535	13535 - Budapest, Pétervárad utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1145	Budapest	Pétervárad utca 7.	47.518488, 19.108914	120 Ft/kWh
13536	13536 - Budapest, Stefánia út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1146	Budapest	Stefánia út 75.	47.507081, 19.096547	120 Ft/kWh
13537	13537 - Budapest, Szilas park - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1152	Budapest	Szilas park 2.	47.549743, 19.139292	120 Ft/kWh
13538	13538 - Budapest, Széchenyi tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1153	Budapest	Széchenyi tér 13.	47.562446, 19.120057	120 Ft/kWh
13539	13539 - Budapest, Sashalmi tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1163	Budapest	Sashalmi tér 150.	47.509916, 19.172038	120 Ft/kWh
13540	13540 - Budapest, Jókai Mór utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1165	Budapest	Jókai Mór utca 2.	47.510406, 19.190824	120 Ft/kWh
13541	13541 - Budapest, Uszoda utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1173	Budapest	Uszoda utca 2.	47.478764, 19.234132	120 Ft/kWh
